date,lat,latd,long,longd,depth,mag
2016-12-04 04:34:00,40.43,N,19.27,E,4.0,2.8
2016-12-04 04:34:00,14.59,N,92.79,W,50.0,3.4
2016-12-04 04:33:00,43.02,N,13.06,E,10.0,3.0
2016-12-04 04:25:00,15.55,N,95.04,W,20.0,3.8
2016-12-04 04:08:00,38.44,N,26.09,E,7.0,2.1
2016-12-04 04:07:00,13.38,N,92.52,W,15.0,3.6
2016-12-04 04:07:00,45.86,N,16.13,E,2.0,2.6
2016-12-04 03:56:00,39.33,N,74.21,E,48.0,4.4
2016-12-04 03:51:00,40.38,N,21.02,E,2.0,2.8
2016-12-04 03:39:00,16.77,N,94.14,W,125.0,3.7
2016-12-04 03:29:00,0.31,S,127.1,E,90.0,4.3
2016-12-04 03:27:00,39.24,N,74.27,E,40.0,4.1
2016-12-04 03:21:00,17.19,N,94.17,W,157.0,3.7
2016-12-04 03:17:00,35.99,N,120.1,W,18.0,2.8
2016-12-04 03:15:00,41.82,S,174.2,E,20.0,5.2
2016-12-04 03:14:00,34.63,N,96.25,W,5.0,2.7
2016-12-04 03:11:00,34.75,N,23.4,E,8.0,2.0
2016-12-04 03:10:00,43.01,N,13.14,E,9.0,2.5
2016-12-04 03:03:00,23.93,S,67.4,W,224.0,3.8
2016-12-04 02:47:00,15.07,N,93.52,W,35.0,3.4
2016-12-04 02:15:00,42.56,N,13.28,E,11.0,2.6
2016-12-04 01:49:00,35.85,N,30.97,E,10.0,2.5
2016-12-04 01:31:00,40.35,S,91.82,W,10.0,4.5
2016-12-04 01:03:00,39.09,N,75.12,E,40.0,4.5
2016-12-04 00:59:00,39.41,N,39.59,E,5.0,2.2
2016-12-04 00:53:00,35.83,N,27.38,E,13.0,2.1
2016-12-04 00:14:00,39.2,N,21.67,E,11.0,2.3
2016-12-03 23:36:00,38.09,N,21.99,E,15.0,2.4
2016-12-03 23:34:00,37.19,N,141.4,E,3.0,4.8
2016-12-03 23:29:00,24.2,S,67.51,W,211.0,4.0
2016-12-03 23:21:00,10.85,S,75.54,W,9.0,4.3
2016-12-03 23:21:00,37.27,N,36.4,E,7.0,2.0
2016-12-03 22:57:00,54.05,S,133.9,W,10.0,5.2
2016-12-03 22:56:00,43.01,N,13.07,E,8.0,3.0
2016-12-03 22:48:00,3.54,N,96.76,E,80.0,4.9
2016-12-03 22:28:00,11.49,S,78.12,W,51.0,4.0
2016-12-03 22:21:00,43.0,N,13.08,E,9.0,2.5
2016-12-03 22:17:00,24.03,S,67.46,W,222.0,3.5
2016-12-03 22:08:00,18.5,S,71.27,W,16.0,3.2
2016-12-03 22:06:00,42.99,N,13.07,E,9.0,2.6
2016-12-03 22:02:00,43.05,N,13.09,E,9.0,2.5
2016-12-03 21:37:00,44.82,N,79.22,E,2.0,3.3
2016-12-03 21:16:00,38.08,N,21.95,E,14.0,2.2
2016-12-03 21:09:00,31.73,S,69.9,W,136.0,3.4
2016-12-03 21:07:00,38.06,N,21.98,E,13.0,2.8
2016-12-03 21:04:00,38.09,N,21.98,E,15.0,4.7
2016-12-03 20:29:00,77.89,N,14.08,E,4.0,2.6
2016-12-03 20:27:00,9.21,N,77.91,W,52.0,4.2
2016-12-03 20:17:00,20.89,S,178.9,W,619.0,4.5
2016-12-03 19:42:00,10.84,N,91.93,E,30.0,4.7
2016-12-03 19:34:00,37.81,N,22.08,E,5.0,2.7
2016-12-03 19:30:00,40.13,N,31.69,E,13.0,2.1
2016-12-03 19:11:00,39.05,N,118.8,W,6.0,2.1
2016-12-03 19:10:00,38.52,N,21.46,E,22.0,2.8
2016-12-03 19:02:00,32.54,N,115.2,W,22.0,2.2
2016-12-03 18:52:00,18.46,N,120.8,E,60.0,4.6
2016-12-03 18:19:00,34.13,N,117.9,W,120.0,2.4
2016-12-03 17:48:00,38.5,N,15.5,E,131.0,2.5
2016-12-03 17:42:00,45.52,N,26.99,E,18.0,2.2
2016-12-03 17:40:00,42.91,N,13.01,E,11.0,2.6
2016-12-03 17:28:00,40.37,N,20.97,E,2.0,2.9
2016-12-03 17:12:00,34.67,N,23.21,E,6.0,2.4
2016-12-03 17:06:00,29.3,S,71.21,W,49.0,3.2
2016-12-03 16:51:00,6.74,N,73.13,W,142.0,3.5
2016-12-03 16:18:00,25.38,S,129.8,E,10.0,2.7
2016-12-03 16:15:00,43.0,N,13.08,E,9.0,2.7
2016-12-03 16:10:00,30.2,S,71.82,W,29.0,3.5
2016-12-03 16:07:00,31.8,N,116.1,W,14.0,2.7
2016-12-03 15:57:00,32.32,N,45.69,E,20.0,4.0
2016-12-03 15:34:00,39.0,N,26.32,E,5.0,2.0
2016-12-03 15:30:00,34.38,N,32.18,E,28.0,2.3
2016-12-03 15:30:00,44.33,N,124.3,W,16.0,2.0
2016-12-03 15:21:00,43.05,N,13.09,E,9.0,2.5
2016-12-03 15:18:00,39.05,N,26.48,E,15.0,2.2
2016-12-03 15:13:00,47.38,N,7.11,E,2.0,1.7
2016-12-03 15:11:00,39.74,N,73.6,E,1.0,3.9
2016-12-03 14:36:00,18.31,N,68.12,W,158.0,3.6
2016-12-03 14:23:00,38.59,N,26.66,E,4.0,2.4
2016-12-03 14:18:00,42.91,N,13.02,E,11.0,2.5
2016-12-03 14:11:00,22.62,S,176.1,W,145.0,5.4
2016-12-03 14:06:00,36.8,N,27.22,E,8.0,2.1
2016-12-03 13:58:00,34.17,N,25.15,E,45.0,4.6
2016-12-03 13:55:00,38.88,N,27.75,E,10.0,3.1
2016-12-03 13:44:00,39.18,N,29.02,E,7.0,2.2
2016-12-03 13:39:00,47.03,N,5.52,E,5.0,2.4
2016-12-03 13:38:00,16.02,N,95.81,W,45.0,4.0
2016-12-03 13:36:00,39.13,N,29.07,E,5.0,2.2
2016-12-03 13:23:00,40.46,N,124.5,W,30.0,2.9
2016-12-03 13:08:00,39.63,N,29.34,E,8.0,2.1
2016-12-03 13:02:00,28.62,S,70.58,W,98.0,3.8
2016-12-03 12:37:00,28.49,N,52.01,E,33.0,4.3
2016-12-03 12:20:00,37.79,N,27.38,E,5.0,2.0
2016-12-03 11:56:00,39.18,N,29.02,E,7.0,2.5
2016-12-03 11:17:00,12.81,N,87.07,W,10.0,4.7
2016-12-03 11:17:00,47.01,N,5.55,E,2.0,3.3
2016-12-03 11:08:00,17.9,N,65.88,W,11.0,2.9
2016-12-03 11:07:00,15.53,N,92.33,W,180.0,3.8
2016-12-03 11:01:00,15.16,N,93.66,W,54.0,4.0
2016-12-03 10:59:00,17.91,N,65.89,W,8.0,3.1
2016-12-03 10:59:00,37.08,N,8.0,W,13.0,2.2
2016-12-03 10:47:00,38.56,N,14.23,E,9.0,2.8
2016-12-03 10:34:00,3.11,S,135.4,E,0.0,4.5
2016-12-03 10:07:00,49.04,N,9.66,E,17.0,2.1
2016-12-03 10:00:00,36.27,N,34.27,E,17.0,3.3
2016-12-03 09:51:00,19.29,N,104.1,W,24.0,3.2
2016-12-03 09:47:00,19.28,N,104.1,W,25.0,3.1
2016-12-03 09:31:00,40.24,N,30.77,E,28.0,2.0
2016-12-03 09:24:00,40.18,N,30.79,E,21.0,2.1
2016-12-03 09:23:00,52.31,N,174.2,E,30.0,5.9
2016-12-03 09:22:00,32.15,S,71.79,W,13.0,3.9
2016-12-03 09:20:00,18.06,S,72.0,W,19.0,4.1
2016-12-03 09:01:00,47.09,N,5.41,E,2.0,4.1
2016-12-03 08:35:00,35.89,N,27.26,E,10.0,4.1
2016-12-03 08:18:00,38.74,N,14.29,E,9.0,2.5
2016-12-03 08:17:00,38.61,N,121.9,W,22.0,2.3
2016-12-03 07:52:00,16.79,N,94.36,W,122.0,3.6
2016-12-03 07:44:00,32.16,S,71.81,W,17.0,3.8
2016-12-03 07:42:00,39.37,N,73.9,E,10.0,4.3
2016-12-03 07:06:00,37.18,N,20.83,E,1.0,2.1
2016-12-03 07:04:00,19.43,N,65.09,W,41.0,3.6
2016-12-03 06:57:00,37.23,N,28.2,E,7.0,2.3
2016-12-03 06:45:00,36.41,N,27.61,E,22.0,2.5
2016-12-03 06:44:00,39.26,N,20.63,E,2.0,2.4
2016-12-03 06:37:00,38.37,S,145.4,E,10.0,2.0
2016-12-03 06:28:00,36.24,N,97.0,W,1.0,2.7
2016-12-03 06:21:00,36.38,N,27.64,E,10.0,3.0
2016-12-03 06:10:00,38.85,N,39.99,E,29.0,2.0
2016-12-03 06:07:00,21.55,S,68.6,W,129.0,3.2
2016-12-03 06:04:00,16.34,N,98.19,W,23.0,3.4
2016-12-03 05:52:00,15.4,S,70.86,W,8.0,3.9
2016-12-03 05:45:00,38.5,N,14.28,E,9.0,3.0
2016-12-03 05:44:00,11.42,S,74.99,W,129.0,4.2
2016-12-03 05:38:00,38.53,N,14.27,E,10.0,2.5
2016-12-03 05:35:00,16.58,N,98.64,W,10.0,3.4
2016-12-03 05:25:00,37.1,N,28.67,E,5.0,2.0
2016-12-03 05:22:00,15.06,N,93.11,W,98.0,3.7
2016-12-03 04:55:00,42.6,N,7.28,W,2.0,2.3
2016-12-03 04:35:00,28.18,N,59.09,E,8.0,4.1
2016-12-03 04:31:00,40.47,N,19.3,E,4.0,2.8
2016-12-03 04:30:00,32.15,S,71.92,W,10.0,4.5
2016-12-03 04:24:00,19.27,N,64.56,W,61.0,3.0
2016-12-03 04:08:00,38.57,N,14.23,E,11.0,3.8
2016-12-03 03:58:00,25.86,S,35.63,E,10.0,3.8
2016-12-03 03:56:00,32.67,S,70.36,W,102.0,3.1
2016-12-03 03:49:00,16.38,N,98.34,W,28.0,3.4
2016-12-03 03:34:00,36.44,N,29.02,E,4.0,2.4
2016-12-03 03:34:00,40.6,N,19.2,E,8.0,2.6
2016-12-03 02:51:00,39.06,N,25.99,E,8.0,2.4
2016-12-03 02:42:00,42.99,N,13.08,E,10.0,3.8
2016-12-03 02:30:00,34.66,N,33.06,E,20.0,2.1
2016-12-03 02:28:00,14.67,N,92.94,W,50.0,3.9
2016-12-03 02:21:00,35.84,N,97.38,W,6.0,2.4
2016-12-03 02:14:00,38.76,N,43.44,E,5.0,2.3
2016-12-03 02:08:00,17.28,N,95.17,W,115.0,3.8
2016-12-03 02:06:00,42.97,N,13.07,E,10.0,3.2
2016-12-03 01:56:00,36.55,N,121.1,W,8.0,2.2
2016-12-03 01:55:00,34.77,N,24.81,E,2.0,3.1
2016-12-03 01:29:00,35.85,N,29.4,E,12.0,2.2
2016-12-03 01:13:00,17.48,N,101.8,W,15.0,3.8
2016-12-03 01:11:00,34.33,N,116.8,W,7.0,2.5
2016-12-03 01:00:00,18.85,S,169.6,E,125.0,4.5
2016-12-03 00:53:00,43.0,N,13.07,E,9.0,2.7
2016-12-03 00:04:00,16.39,S,73.31,W,37.0,4.3
2016-12-02 23:56:00,21.62,S,66.94,W,218.0,3.0
2016-12-02 23:46:00,18.61,N,67.5,W,4.0,3.0
2016-12-02 23:38:00,36.37,N,27.64,E,10.0,2.1
2016-12-02 23:19:00,6.38,S,130.0,E,149.0,4.7
2016-12-02 22:43:00,37.64,N,118.9,W,5.0,2.1
2016-12-02 22:42:00,38.59,N,43.12,E,13.0,2.0
2016-12-02 22:38:00,37.4,N,38.73,E,5.0,2.6
2016-12-02 22:30:00,34.73,S,71.8,W,41.0,3.7
2016-12-02 22:29:00,36.88,N,54.81,E,10.0,4.2
2016-12-02 22:20:00,38.82,N,122.8,W,2.0,2.2
2016-12-02 22:12:00,49.44,N,120.5,W,0.0,2.3
2016-12-02 22:11:00,14.99,N,60.44,W,50.0,4.5
2016-12-02 22:09:00,45.02,N,100.2,E,10.0,4.6
2016-12-02 21:39:00,40.62,N,124.4,W,29.0,3.0
2016-12-02 21:22:00,38.04,N,14.72,E,6.0,3.2
2016-12-02 21:20:00,63.41,N,150.0,W,5.0,3.0
2016-12-02 21:05:00,19.39,N,155.2,W,9.0,2.2
2016-12-02 20:52:00,34.14,N,118.1,W,14.0,2.1
2016-12-02 20:38:00,19.41,N,155.2,W,9.0,2.3
2016-12-02 20:38:00,37.7,N,29.69,E,6.0,2.1
2016-12-02 20:36:00,37.49,N,20.56,E,1.0,2.4
2016-12-02 20:28:00,39.56,N,24.09,E,12.0,2.1
2016-12-02 20:16:00,35.58,N,140.1,E,72.0,4.6
2016-12-02 20:09:00,19.42,N,155.2,W,11.0,2.0
2016-12-02 20:05:00,32.14,S,71.62,W,36.0,3.2
2016-12-02 19:47:00,47.32,N,113.1,W,21.0,2.7
2016-12-02 19:08:00,19.36,N,155.3,W,3.0,2.0
2016-12-02 19:02:00,36.89,N,29.23,E,4.0,2.2
2016-12-02 18:56:00,19.41,N,155.2,W,7.0,2.1
2016-12-02 18:55:00,33.8,N,118.1,W,27.0,2.2
2016-12-02 18:36:00,36.39,N,27.63,E,11.0,2.2
2016-12-02 18:09:00,15.39,S,70.91,W,9.0,3.8
2016-12-02 18:05:00,33.59,N,117.7,W,31.0,2.1
2016-12-02 18:05:00,36.13,N,96.95,W,9.0,2.0
2016-12-02 17:53:00,36.39,N,27.67,E,10.0,2.4
2016-12-02 17:49:00,36.21,N,27.44,E,10.0,2.3
2016-12-02 17:43:00,33.88,N,118.0,W,17.0,2.0
2016-12-02 17:30:00,57.07,N,157.7,W,15.0,3.5
2016-12-02 17:06:00,24.21,S,67.37,W,216.0,3.8
2016-12-02 16:48:00,36.53,N,83.89,W,22.0,2.2
2016-12-02 16:08:00,42.75,N,6.67,W,1.0,2.0
2016-12-02 15:51:00,28.25,S,69.89,W,93.0,3.5
2016-12-02 15:45:00,43.0,N,13.14,E,8.0,2.9
2016-12-02 15:39:00,37.44,N,121.7,W,5.0,2.3
2016-12-02 15:19:00,43.01,N,13.14,E,9.0,3.1
2016-12-02 15:09:00,38.27,N,23.18,E,14.0,2.2
2016-12-02 15:05:00,43.23,N,20.95,E,2.0,2.7
2016-12-02 15:00:00,19.36,N,155.0,W,5.0,2.2
2016-12-02 14:50:00,18.8,N,66.08,W,44.0,2.8
2016-12-02 14:49:00,42.25,N,23.44,E,10.0,3.3
2016-12-02 14:36:00,38.64,N,43.19,E,11.0,2.3
2016-12-02 14:27:00,19.4,N,155.2,W,7.0,2.0
2016-12-02 13:58:00,36.58,N,33.63,E,12.0,2.0
2016-12-02 13:57:00,17.59,N,101.1,W,10.0,4.9
2016-12-02 13:46:00,37.28,N,28.18,E,11.0,2.1
2016-12-02 13:33:00,45.84,N,149.7,E,160.0,4.4
2016-12-02 13:32:00,14.86,N,93.13,W,52.0,3.7
2016-12-02 13:21:00,39.61,N,24.04,E,28.0,2.2
2016-12-02 13:19:00,37.45,N,20.53,E,1.0,3.2
2016-12-02 13:10:00,39.84,N,33.05,E,13.0,2.0
2016-12-02 13:09:00,24.44,N,125.8,E,38.0,4.5
2016-12-02 13:01:00,19.39,N,155.2,W,2.0,2.0
2016-12-02 12:58:00,19.78,N,105.8,W,13.0,4.4
2016-12-02 12:53:00,17.01,N,95.91,W,7.0,3.6
2016-12-02 12:27:00,21.1,S,68.88,W,109.0,3.1
2016-12-02 12:26:00,50.88,N,157.6,E,65.0,4.6
2016-12-02 11:56:00,24.25,S,179.8,E,534.0,4.9
2016-12-02 11:54:00,42.89,N,13.17,E,14.0,2.5
2016-12-02 11:49:00,15.43,S,70.85,W,17.0,4.3
2016-12-02 11:46:00,36.63,N,21.54,E,2.0,4.3
2016-12-02 11:21:00,40.15,N,123.8,W,23.0,2.6
2016-12-02 11:07:00,39.92,N,23.82,E,8.0,2.5
2016-12-02 10:48:00,38.64,N,31.78,E,5.0,2.2
2016-12-02 10:33:00,15.29,N,92.01,W,223.0,3.9
2016-12-02 10:23:00,36.12,N,33.51,E,4.0,2.0
2016-12-02 10:16:00,36.18,N,89.66,W,8.0,2.9
2016-12-02 10:14:00,42.74,N,13.09,E,11.0,2.8
2016-12-02 10:13:00,40.69,N,32.82,E,5.0,2.3
2016-12-02 10:09:00,22.38,S,68.41,W,122.0,3.3
2016-12-02 10:04:00,42.61,N,13.17,E,13.0,2.7
2016-12-02 10:01:00,16.64,N,101.7,W,15.0,4.0
2016-12-02 10:00:00,43.45,N,8.28,E,10.0,2.6
2016-12-02 09:49:00,15.91,N,94.38,W,84.0,4.0
2016-12-02 09:47:00,38.96,N,31.13,E,11.0,3.3
2016-12-02 09:46:00,37.53,N,22.52,E,65.0,2.1
2016-12-02 09:38:00,21.07,S,68.97,W,113.0,3.6
2016-12-02 09:35:00,31.8,N,116.1,W,14.0,2.8
2016-12-02 09:31:00,38.37,N,118.9,W,7.0,2.3
2016-12-02 09:11:00,9.6,S,117.5,E,86.0,4.9
2016-12-02 09:11:00,37.17,N,27.84,E,10.0,2.2
2016-12-02 08:58:00,38.86,N,20.61,E,15.0,2.3
2016-12-02 08:57:00,28.38,S,70.23,W,100.0,3.0
2016-12-02 08:53:00,34.5,N,23.9,E,20.0,3.1
2016-12-02 08:52:00,37.4,N,97.41,W,4.0,2.2
2016-12-02 08:40:00,46.41,N,0.53,W,0.0,2.8
2016-12-02 07:58:00,27.43,N,111.3,W,10.0,3.4
2016-12-02 07:47:00,22.13,S,68.79,W,109.0,3.4
2016-12-02 07:41:00,4.46,S,82.46,W,1.0,4.3
2016-12-02 07:26:00,17.17,S,172.8,W,65.0,4.7
2016-12-02 07:22:00,39.28,N,74.1,E,1.0,4.6
2016-12-02 07:11:00,15.25,S,70.99,W,9.0,4.1
2016-12-02 06:47:00,37.19,N,28.18,E,10.0,2.1
2016-12-02 06:32:00,19.36,N,155.3,W,2.0,2.0
2016-12-02 06:30:00,15.38,S,70.93,W,7.0,3.9
2016-12-02 06:27:00,43.33,N,13.92,E,35.0,2.5
2016-12-02 06:27:00,16.2,N,97.94,W,10.0,3.2
2016-12-02 06:20:00,38.37,N,20.55,E,8.0,2.3
2016-12-02 06:17:00,38.35,N,20.41,E,11.0,2.2
2016-12-02 06:13:00,16.25,N,98.01,W,11.0,3.8
2016-12-02 06:11:00,40.84,N,31.1,E,6.0,2.2
2016-12-02 06:05:00,38.69,N,45.83,E,2.0,3.1
2016-12-02 06:01:00,7.15,N,72.2,W,4.0,2.5
2016-12-02 05:48:00,35.71,N,29.12,E,19.0,2.4
2016-12-02 05:47:00,19.75,N,155.4,W,0.0,2.0
2016-12-02 05:41:00,25.66,S,129.8,E,2.0,3.6
2016-12-02 05:09:00,15.16,N,93.71,W,15.0,3.8
2016-12-02 04:44:00,18.9,N,155.5,W,38.0,2.9
2016-12-02 04:37:00,30.64,S,71.96,W,26.0,3.7
2016-12-02 04:35:00,32.97,N,35.51,E,10.0,3.9
2016-12-02 03:50:00,47.78,N,8.78,E,8.0,2.2
2016-12-02 03:49:00,30.93,S,71.47,W,46.0,4.6
2016-12-02 03:44:00,16.42,N,98.1,W,11.0,3.7
2016-12-02 03:42:00,32.1,S,70.85,W,85.0,3.2
2016-12-02 03:36:00,18.53,N,101.0,W,5.0,3.7
2016-12-02 03:30:00,36.24,N,30.13,E,15.0,2.9
2016-12-02 03:19:00,36.48,N,28.7,E,24.0,2.3
2016-12-02 03:06:00,17.03,N,95.87,W,57.0,3.8
2016-12-02 03:04:00,15.2,S,70.8,W,10.0,4.8
2016-12-02 02:54:00,19.3,N,155.3,W,29.0,2.3
2016-12-02 02:25:00,18.59,N,66.66,W,21.0,3.0
2016-12-02 02:24:00,27.14,S,71.25,W,25.0,3.4
2016-12-02 02:20:00,22.43,S,67.96,W,184.0,3.6
2016-12-02 02:18:00,37.46,N,20.53,E,3.0,2.3
2016-12-02 02:16:00,15.4,S,70.86,W,9.0,4.0
2016-12-02 01:51:00,37.44,N,20.51,E,2.0,2.1
2016-12-02 01:47:00,34.69,N,23.06,E,2.0,2.7
2016-12-02 01:32:00,3.3,S,137.4,E,57.0,4.2
2016-12-02 01:16:00,51.67,N,157.4,E,99.0,4.7
2016-12-02 01:14:00,27.05,S,71.34,W,10.0,4.8
2016-12-02 01:00:00,10.03,S,160.4,E,24.0,5.0
2016-12-02 00:49:00,36.9,N,29.3,E,5.0,2.2
2016-12-02 00:37:00,35.61,N,31.84,E,8.0,2.8
2016-12-02 00:14:00,49.64,S,126.2,E,10.0,5.4
2016-12-02 00:05:00,15.41,S,70.87,W,14.0,3.8
2016-12-01 23:55:00,61.87,N,150.2,W,7.0,3.4
2016-12-01 23:53:00,15.41,S,70.87,W,6.0,3.9
2016-12-01 23:48:00,38.79,N,122.7,W,21.0,2.4
2016-12-01 23:42:00,36.01,N,114.8,W,15.0,2.2
2016-12-01 23:28:00,20.86,S,178.4,W,573.0,5.0
2016-12-01 23:03:00,37.46,N,141.3,E,40.0,4.7
2016-12-01 22:50:00,36.35,N,33.86,E,14.0,3.4
2016-12-01 22:49:00,18.21,N,99.93,W,54.0,3.7
2016-12-01 22:40:00,15.24,S,70.72,W,10.0,6.2
2016-12-01 22:27:00,45.78,N,26.66,E,106.0,3.0
2016-12-01 21:47:00,43.04,N,13.06,E,8.0,3.2
2016-12-01 21:46:00,37.53,N,21.65,E,8.0,2.0
2016-12-01 21:40:00,37.54,N,21.66,E,10.0,2.2
2016-12-01 21:40:00,43.05,N,13.08,E,9.0,2.6
2016-12-01 21:34:00,46.39,N,8.35,E,30.0,1.5
2016-12-01 21:21:00,37.53,N,21.66,E,9.0,2.6
2016-12-01 21:09:00,16.46,N,98.78,W,22.0,3.5
2016-12-01 21:06:00,44.66,N,141.5,E,249.0,4.4
2016-12-01 20:53:00,32.42,N,115.2,W,9.0,2.8
2016-12-01 20:51:00,35.2,S,53.84,E,10.0,5.5
2016-12-01 20:47:00,39.61,N,23.57,E,2.0,2.8
2016-12-01 20:35:00,6.61,S,75.32,W,36.0,4.1
2016-12-01 20:24:00,36.36,N,28.92,E,24.0,2.6
2016-12-01 20:20:00,19.03,N,64.93,W,32.0,3.1
2016-12-01 20:07:00,43.04,N,13.07,E,10.0,3.2
2016-12-01 19:45:00,35.58,N,22.4,E,18.0,2.9
2016-12-01 19:35:00,1.24,S,80.83,W,24.0,4.5
2016-12-01 19:29:00,40.22,N,31.47,E,9.0,2.1
2016-12-01 19:14:00,15.44,S,70.9,W,10.0,3.9
2016-12-01 19:10:00,43.02,N,13.11,E,10.0,2.5
2016-12-01 19:02:00,37.32,N,122.1,W,0.0,2.0
2016-12-01 18:56:00,37.83,N,21.0,E,6.0,2.5
2016-12-01 18:55:00,17.0,N,100.3,W,32.0,3.9
2016-12-01 18:33:00,37.28,N,36.34,E,6.0,2.0
2016-12-01 18:24:00,9.25,S,75.94,W,137.0,4.0
2016-12-01 18:03:00,18.2,N,100.3,W,57.0,3.5
2016-12-01 17:54:00,19.38,N,155.2,W,2.0,2.7
2016-12-01 17:52:00,47.82,N,8.76,E,10.0,2.2
2016-12-01 17:37:00,19.39,N,155.2,W,2.0,2.4
2016-12-01 17:35:00,38.23,N,119.3,W,3.0,2.3
2016-12-01 17:18:00,5.75,N,126.3,E,131.0,4.7
2016-12-01 16:57:00,43.04,N,13.07,E,9.0,3.5
2016-12-01 16:55:00,6.76,N,73.15,W,149.0,2.8
2016-12-01 16:52:00,30.07,N,80.67,E,20.0,5.1
2016-12-01 16:51:00,34.19,N,118.8,W,28.0,2.2
2016-12-01 16:34:00,8.32,S,119.6,E,169.0,4.7
2016-12-01 16:32:00,50.83,N,179.4,E,10.0,4.6
2016-12-01 16:28:00,31.97,S,70.42,W,124.0,3.5
2016-12-01 16:28:00,19.1,N,104.0,W,24.0,3.6
2016-12-01 16:23:00,16.09,N,97.68,W,15.0,3.8
2016-12-01 16:20:00,37.44,N,20.54,E,1.0,2.1
2016-12-01 16:16:00,44.79,N,111.5,W,13.0,2.0
2016-12-01 15:31:00,18.16,S,71.12,W,41.0,3.0
2016-12-01 15:27:00,17.2,N,95.29,W,105.0,3.6
2016-12-01 15:08:00,18.28,N,101.6,W,57.0,3.7
2016-12-01 15:03:00,27.13,S,71.31,W,22.0,3.6
2016-12-01 15:01:00,37.41,N,21.15,E,13.0,2.3
2016-12-01 14:55:00,31.73,S,72.11,W,15.0,3.1
2016-12-01 14:53:00,33.34,N,35.43,E,2.0,3.2
2016-12-01 14:45:00,39.26,N,25.94,E,12.0,2.2
2016-12-01 14:43:00,36.45,N,98.73,W,5.0,3.0
2016-12-01 14:40:00,42.07,N,46.03,E,5.0,3.6
2016-12-01 14:35:00,37.28,N,28.22,E,5.0,2.0
2016-12-01 14:33:00,47.55,N,8.17,E,0.0,1.5
2016-12-01 14:10:00,37.49,N,20.62,E,3.0,2.4
2016-12-01 13:58:00,47.78,N,8.79,E,7.0,1.6
2016-12-01 13:58:00,39.29,N,40.26,E,5.0,2.9
2016-12-01 13:53:00,31.8,N,116.1,W,14.0,2.3
2016-12-01 13:32:00,19.39,N,155.2,W,9.0,2.0
2016-12-01 13:14:00,31.59,N,116.4,W,16.0,2.8
2016-12-01 13:01:00,39.71,N,32.67,E,10.0,2.0
2016-12-01 12:57:00,46.74,N,7.64,E,5.0,1.5
2016-12-01 12:50:00,31.71,N,114.4,W,10.0,3.0
2016-12-01 12:42:00,33.95,S,73.38,W,18.0,3.4
2016-12-01 12:37:00,34.52,N,32.06,E,28.0,2.1
2016-12-01 12:29:00,37.25,N,31.77,E,5.0,2.1
2016-12-01 12:22:00,40.48,N,119.7,W,13.0,2.3
2016-12-01 12:09:00,37.98,N,118.0,W,9.0,2.4
2016-12-01 11:59:00,32.39,S,71.82,W,22.0,3.4
2016-12-01 11:51:00,39.04,N,37.32,E,7.0,2.2
2016-12-01 11:49:00,19.44,N,154.6,W,9.0,2.1
2016-12-01 11:46:00,19.05,N,102.4,W,98.0,3.5
2016-12-01 11:45:00,37.87,N,20.86,E,17.0,2.8
2016-12-01 11:30:00,43.0,N,13.08,E,10.0,4.0
2016-12-01 11:26:00,34.68,N,32.04,E,15.0,2.1
2016-12-01 11:16:00,17.21,N,94.64,W,130.0,3.8
2016-12-01 11:05:00,17.3,N,94.73,W,130.0,3.5
2016-12-01 11:04:00,38.3,N,20.45,E,13.0,2.4
2016-12-01 10:45:00,27.97,S,64.54,W,29.0,4.4
2016-12-01 10:45:00,39.13,N,23.29,E,7.0,2.4
2016-12-01 10:37:00,16.35,N,97.92,W,31.0,3.3
2016-12-01 10:36:00,30.38,S,72.01,W,14.0,3.1
2016-12-01 10:28:00,31.71,N,114.4,W,10.0,2.8
2016-12-01 10:28:00,19.42,N,155.3,W,11.0,2.2
2016-12-01 10:27:00,29.69,S,71.88,W,32.0,3.5
2016-12-01 10:21:00,31.7,N,114.4,W,10.0,2.9
2016-12-01 10:18:00,37.02,N,30.4,E,5.0,2.8
2016-12-01 09:52:00,16.7,N,98.86,W,8.0,3.6
2016-12-01 09:47:00,14.98,N,96.29,W,13.0,3.8
2016-12-01 09:40:00,37.13,N,42.6,E,5.0,2.5
2016-12-01 09:22:00,18.63,N,145.7,E,199.0,5.0
2016-12-01 09:21:00,30.37,N,57.56,E,10.0,4.7
2016-12-01 09:20:00,17.31,N,94.03,W,182.0,3.9
2016-12-01 09:16:00,19.22,N,155.4,W,34.0,2.1
2016-12-01 09:11:00,17.77,N,99.58,W,26.0,3.4
2016-12-01 09:08:00,21.18,S,68.74,W,110.0,3.8
2016-12-01 09:05:00,37.07,N,37.58,E,6.0,2.2
2016-12-01 09:01:00,45.82,N,26.86,E,99.0,3.6
2016-12-01 08:51:00,15.96,N,97.39,W,28.0,3.6
2016-12-01 08:42:00,37.48,N,20.59,E,3.0,2.2
2016-12-01 08:40:00,42.99,N,13.14,E,9.0,2.9
2016-12-01 08:33:00,17.34,N,94.44,W,145.0,3.9
2016-12-01 08:31:00,37.45,N,35.97,E,11.0,2.1
2016-12-01 08:28:00,17.13,N,100.4,W,39.0,3.6
2016-12-01 08:27:00,38.7,N,43.03,E,3.0,2.3
2016-12-01 07:46:00,37.53,N,20.64,E,16.0,2.1
